"Location","Phase","Cheese","Charm","Attraction Rate","Mouse","Sample Size"
"Festive Comet","Scarf (6)","SB+","Winter","2.55%","Toy Tinkerer",274
"Festive Comet","Scarf (6)","SB+","Winter","1.82%","Squeaker Claws",274
"Festive Comet","Scarf (6)","SB+","Winter","1.82%","Mad Elf",274
"Festive Comet","Scarf (6)","SB+","Winter","1.82%","Triple Lutz",274
"Festive Comet","Scarf (6)","SB+","Winter","1.82%","Toy",274
"Festive Comet","Scarf (6)","SB+","Winter","1.46%","Candy Cane",274
"Festive Comet","Scarf (6)","SB+","Winter","1.46%","Christmas Tree",274
"Festive Comet","Scarf (6)","SB+","Winter","1.46%","Rainbow Racer",274
"Festive Comet","Scarf (6)","SB+","Winter","1.09%","Ribbon",274
"Festive Comet","Scarf (6)","SB+","Winter","1.09%","Missile Toe",274
"Festive Comet","Scarf (6)","SB+","Winter","0.73%","Black Diamond Racer",274
"Festive Comet","Scarf (6)","SB+","Winter","0.73%","Greedy Al",274
"Festive Comet","Scarf (6)","SB+","Winter","0.36%","Snowball Hoarder",274
"Festive Comet","Scarf (6)","SB+","Winter","0.36%","Present",274
"Festive Comet","Scarf (6)","SB+","Winter","0.36%","Mouse of Winter Future",274
"Festive Comet","Scarf (6)","SB+","Winter","0.36%","Double Black Diamond Racer",274
"Festive Comet","Scarf (6)","SB+","Winter","0.36%","Mouse of Winter Present",274
"Festive Comet","Scarf (6)","SB+","Winter","0.36%","Scrooge",274
"Festive Comet","Scarf (6)","Gouda","-","20.64%","Hoarder",407
"Festive Comet","Scarf (6)","Gouda","-","9.09%","Snowball Hoarder",407
"Festive Comet","Scarf (6)","Gouda","-","7.13%","Destructoy",407
"Festive Comet","Scarf (6)","Gouda","-","7.13%","Triple Lutz",407
"Festive Comet","Scarf (6)","Gouda","-","6.63%","Ribbon",407
"Festive Comet","Scarf (6)","Gouda","-","6.14%","Toy Tinkerer",407
"Festive Comet","Scarf (6)","Gouda","-","6.14%","Toboggan Technician",407
"Festive Comet","Scarf (6)","Gouda","-","5.90%","Missile Toe",407
"Festive Comet","Scarf (6)","Gouda","-","5.16%","Wreath Thief",407
"Festive Comet","Scarf (6)","Gouda","-","4.67%","Gingerbread",407
"Festive Comet","Scarf (6)","Gouda","-","3.93%","Stocking",407
"Festive Comet","Scarf (6)","Gouda","-","3.44%","Toy",407
"Festive Comet","Scarf (6)","Gouda","-","2.70%","Sporty Ski Instructor",407
"Festive Comet","Scarf (6)","Gouda","-","2.21%","Christmas Tree",407
"Festive Comet","Scarf (6)","Gouda","-","2.21%","Ridiculous Sweater",407
"Festive Comet","Scarf (6)","Gouda","-","1.72%","Snow Boulder",407
"Festive Comet","Scarf (6)","Gouda","-","1.47%","Candy Cane",407
"Festive Comet","Scarf (6)","Gouda","-","1.47%","Young Prodigy Racer",407
"Festive Comet","Scarf (6)","Gouda","-","1.23%","Miser",407
"Festive Comet","Scarf (6)","Gouda","-","0.98%","Nutcracker",407
"Festive Comet","Scarf (6)","Gouda","Winter","18.55%","Hoarder",318
"Festive Comet","Scarf (6)","Gouda","Winter","8.81%","Snowflake",318
"Festive Comet","Scarf (6)","Gouda","Winter","8.18%","Snowball Hoarder",318
"Festive Comet","Scarf (6)","Gouda","Winter","7.55%","Ribbon",318
"Festive Comet","Scarf (6)","Gouda","Winter","6.60%","Triple Lutz",318
"Festive Comet","Scarf (6)","Gouda","Winter","6.29%","Toy Tinkerer",318
"Festive Comet","Scarf (6)","Gouda","Winter","5.97%","Destructoy",318
"Festive Comet","Scarf (6)","Gouda","Winter","5.66%","Gingerbread",318
"Festive Comet","Scarf (6)","Gouda","Winter","5.03%","Wreath Thief",318
"Festive Comet","Scarf (6)","Gouda","Winter","4.40%","Missile Toe",318
"Festive Comet","Scarf (6)","Gouda","Winter","4.09%","Toboggan Technician",318
"Festive Comet","Scarf (6)","Gouda","Winter","3.77%","Stocking",318
"Festive Comet","Scarf (6)","Gouda","Winter","3.46%","Toy",318
"Festive Comet","Scarf (6)","Gouda","Winter","3.14%","Young Prodigy Racer",318
"Festive Comet","Scarf (6)","Gouda","Winter","3.14%","Snow Boulder",318
"Festive Comet","Scarf (6)","Gouda","Winter","1.26%","Candy Cane",318
"Festive Comet","Scarf (6)","Gouda","Winter","1.26%","Sporty Ski Instructor",318
"Festive Comet","Scarf (6)","Gouda","Winter","0.94%","Christmas Tree",318
"Festive Comet","Scarf (6)","Gouda","Winter","0.94%","Nutcracker",318
"Festive Comet","Scarf (6)","Gouda","Winter","0.63%","Miser",318
"Festive Comet","Scarf (6)","Gouda","Winter","0.31%","Ridiculous Sweater",318
"Festive Comet","Scarf (6)","Pecan Pecorino","-","21.83%","Snow Scavenger",2652
"Festive Comet","Scarf (6)","Pecan Pecorino","-","8.86%","Builder",2652
"Festive Comet","Scarf (6)","Pecan Pecorino","-","8.03%","Snowblower",2652
"Festive Comet","Scarf (6)","Pecan Pecorino","-","6.90%","Snow Fort",2652
"Festive Comet","Scarf (6)","Pecan Pecorino","-","5.47%","Nice Knitting",2652
"Festive Comet","Scarf (6)","Pecan Pecorino","-","5.39%","Stuck Snowball",2652
"Festive Comet","Scarf (6)","Pecan Pecorino","-","4.83%","Snowglobe",2652
"Festive Comet","Scarf (6)","Pecan Pecorino","-","4.41%","Reinbo",2652
"Festive Comet","Scarf (6)","Pecan Pecorino","-","4.37%","Great Winter Hunt Impostor",2652
"Festive Comet","Scarf (6)","Pecan Pecorino","-","4.34%","Snow Golem Jockey",2652
"Festive Comet","Scarf (6)","Pecan Pecorino","-","4.26%","Elf",2652
"Festive Comet","Scarf (6)","Pecan Pecorino","-","3.77%","Slay Ride",2652
"Festive Comet","Scarf (6)","Pecan Pecorino","-","3.70%","Free Skiing",2652
"Festive Comet","Scarf (6)","Pecan Pecorino","-","3.05%","S.N.O.W. Golem",2652
"Festive Comet","Scarf (6)","Pecan Pecorino","-","2.53%","Frigid Foreman",2652
"Festive Comet","Scarf (6)","Pecan Pecorino","-","2.38%","Snow Sorceress",2652
"Festive Comet","Scarf (6)","Pecan Pecorino","-","2.07%","Glacia Ice Fist",2652
"Festive Comet","Scarf (6)","Pecan Pecorino","-","1.92%","Tundra Huntress",2652
"Festive Comet","Scarf (6)","Pecan Pecorino","-","1.89%","Borean Commander",2652
"Festive Comet","Scarf (6)","Pecan Pecorino","Winter","18.61%","Snow Scavenger",1096
"Festive Comet","Scarf (6)","Pecan Pecorino","Winter","10.04%","Snowblower",1096
"Festive Comet","Scarf (6)","Pecan Pecorino","Winter","8.30%","Builder",1096
"Festive Comet","Scarf (6)","Pecan Pecorino","Winter","7.66%","Snowflake",1096
"Festive Comet","Scarf (6)","Pecan Pecorino","Winter","4.84%","Nice Knitting",1096
"Festive Comet","Scarf (6)","Pecan Pecorino","Winter","4.74%","Snowglobe",1096
"Festive Comet","Scarf (6)","Pecan Pecorino","Winter","4.65%","Stuck Snowball",1096
"Festive Comet","Scarf (6)","Pecan Pecorino","Winter","4.20%","Snow Fort",1096
"Festive Comet","Scarf (6)","Pecan Pecorino","Winter","4.20%","Slay Ride",1096
"Festive Comet","Scarf (6)","Pecan Pecorino","Winter","3.74%","Snow Golem Jockey",1096
"Festive Comet","Scarf (6)","Pecan Pecorino","Winter","3.65%","Reinbo",1096
"Festive Comet","Scarf (6)","Pecan Pecorino","Winter","3.56%","S.N.O.W. Golem",1096
"Festive Comet","Scarf (6)","Pecan Pecorino","Winter","3.47%","Great Winter Hunt Impostor",1096
"Festive Comet","Scarf (6)","Pecan Pecorino","Winter","3.28%","Elf",1096
"Festive Comet","Scarf (6)","Pecan Pecorino","Winter","3.19%","Snow Sorceress",1096
"Festive Comet","Scarf (6)","Pecan Pecorino","Winter","2.92%","Free Skiing",1096
"Festive Comet","Scarf (6)","Pecan Pecorino","Winter","2.37%","Frigid Foreman",1096
"Festive Comet","Scarf (6)","Pecan Pecorino","Winter","2.37%","Glacia Ice Fist",1096
"Festive Comet","Scarf (6)","Pecan Pecorino","Winter","2.28%","Borean Commander",1096
"Festive Comet","Scarf (6)","Pecan Pecorino","Winter","1.92%","Tundra Huntress",1096
"Festive Comet","Scarf (6)","Pecan Pecorino","Let It Snow","18.38%","Snow Scavenger",2389
"Festive Comet","Scarf (6)","Pecan Pecorino","Let It Snow","17.66%","Snow Golem Architect",2389
"Festive Comet","Scarf (6)","Pecan Pecorino","Let It Snow","7.79%","Builder",2389
"Festive Comet","Scarf (6)","Pecan Pecorino","Let It Snow","7.24%","Snowblower",2389
"Festive Comet","Scarf (6)","Pecan Pecorino","Let It Snow","5.19%","Snow Fort",2389
"Festive Comet","Scarf (6)","Pecan Pecorino","Let It Snow","4.35%","Stuck Snowball",2389
"Festive Comet","Scarf (6)","Pecan Pecorino","Let It Snow","3.98%","Reinbo",2389
"Festive Comet","Scarf (6)","Pecan Pecorino","Let It Snow","3.93%","Nice Knitting",2389
"Festive Comet","Scarf (6)","Pecan Pecorino","Let It Snow","3.85%","Snowglobe",2389
"Festive Comet","Scarf (6)","Pecan Pecorino","Let It Snow","3.52%","Snow Golem Jockey",2389
"Festive Comet","Scarf (6)","Pecan Pecorino","Let It Snow","3.47%","Snow Sorceress",2389
"Festive Comet","Scarf (6)","Pecan Pecorino","Let It Snow","3.22%","Elf",2389
"Festive Comet","Scarf (6)","Pecan Pecorino","Let It Snow","3.01%","Slay Ride",2389
"Festive Comet","Scarf (6)","Pecan Pecorino","Let It Snow","2.93%","Great Winter Hunt Impostor",2389
"Festive Comet","Scarf (6)","Pecan Pecorino","Let It Snow","2.34%","Free Skiing",2389
"Festive Comet","Scarf (6)","Pecan Pecorino","Let It Snow","2.30%","S.N.O.W. Golem",2389
"Festive Comet","Scarf (6)","Pecan Pecorino","Let It Snow","2.26%","Frigid Foreman",2389
"Festive Comet","Scarf (6)","Pecan Pecorino","Let It Snow","1.59%","Borean Commander",2389
"Festive Comet","Scarf (6)","Pecan Pecorino","Let It Snow","1.51%","Tundra Huntress",2389
"Festive Comet","Scarf (6)","Pecan Pecorino","Let It Snow","1.47%","Glacia Ice Fist",2389
"Festive Comet","Scarf (6)","Arctic Asiago","-","10.86%","Joy",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","9.74%","Hoarder",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","6.37%","Toy Tinkerer",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","5.99%","Snow Boulder",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","5.99%","Sporty Ski Instructor",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","5.62%","Gingerbread",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","4.87%","Toboggan Technician",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","4.49%","Missile Toe",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","3.75%","Young Prodigy Racer",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","3.75%","Destructoy",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","3.37%","Wreath Thief",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","3.37%","Miser",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","3.37%","Confused Courier",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","3.00%","Triple Lutz",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","2.62%","Ribbon",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","2.62%","Stocking",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","2.25%","Ridiculous Sweater",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","2.25%","Present",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","1.87%","Candy Cane",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","1.87%","Black Diamond Racer",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","1.50%","Toy",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","1.50%","Mouse of Winter Past",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","1.12%","Rainbow Racer",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","1.12%","Snowball Hoarder",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","1.12%","Squeaker Claws",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","0.75%","Nutcracker",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","0.75%","Greedy Al",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","0.75%","Ornament",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","0.75%","Mouse of Winter Present",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","0.75%","Double Black Diamond Racer",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","0.37%","Mad Elf",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","0.37%","Mouse of Winter Future",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","0.37%","Nitro Racer",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","0.37%","Scrooge",267
"Festive Comet","Scarf (6)","Arctic Asiago","-","0.37%","Christmas Tree",267
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","10.55%","Joy",237
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","9.28%","Hoarder",237
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","8.86%","Snowflake",237
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","5.91%","Snow Boulder",237
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","5.91%","Toy Tinkerer",237
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","4.64%","Confused Courier",237
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","4.64%","Ridiculous Sweater",237
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","4.22%","Toy",237
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","3.80%","Toboggan Technician",237
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","3.38%","Wreath Thief",237
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","3.38%","Miser",237
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","3.38%","Candy Cane",237
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","3.38%","Stocking",237
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","2.95%","Gingerbread",237
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","2.95%","Young Prodigy Racer",237
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","2.53%","Sporty Ski Instructor",237
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","2.11%","Ribbon",237
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","2.11%","Present",237
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","1.69%","Christmas Tree",237
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","1.69%","Missile Toe",237
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","1.69%","Destructoy",237
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","1.27%","Mad Elf",237
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","1.27%","Mouse of Winter Future",237
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","1.27%","Nutcracker",237
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","1.27%","Scrooge",237
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","0.84%","Black Diamond Racer",237
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","0.84%","Mouse of Winter Present",237
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","0.84%","Snowball Hoarder",237
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","0.84%","Rainbow Racer",237
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","0.84%","Greedy Al",237
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","0.42%","Squeaker Claws",237
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","0.42%","Triple Lutz",237
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","0.42%","Ornament",237
"Festive Comet","Scarf (6)","Arctic Asiago","Winter","0.42%","Mouse of Winter Past",237
"Festive Comet","Gingerbread (7)","SB+","-","10.84%","Joy",332
"Festive Comet","Gingerbread (7)","SB+","-","9.94%","Hoarder",332
"Festive Comet","Gingerbread (7)","SB+","-","7.53%","Snow Boulder",332
"Festive Comet","Gingerbread (7)","SB+","-","6.33%","Toboggan Technician",332
"Festive Comet","Gingerbread (7)","SB+","-","5.12%","Young Prodigy Racer",332
"Festive Comet","Gingerbread (7)","SB+","-","5.12%","Gingerbread",332
"Festive Comet","Gingerbread (7)","SB+","-","4.52%","Wreath Thief",332
"Festive Comet","Gingerbread (7)","SB+","-","4.22%","Confused Courier",332
"Festive Comet","Gingerbread (7)","SB+","-","3.61%","Ridiculous Sweater",332
"Festive Comet","Gingerbread (7)","SB+","-","3.61%","Toy",332
"Festive Comet","Gingerbread (7)","SB+","-","3.61%","Destructoy",332
"Festive Comet","Gingerbread (7)","SB+","-","3.61%","Toy Tinkerer",332
"Festive Comet","Gingerbread (7)","SB+","-","3.31%","Stocking",332
"Festive Comet","Gingerbread (7)","SB+","-","3.31%","Sporty Ski Instructor",332
"Festive Comet","Gingerbread (7)","SB+","-","2.71%","Triple Lutz",332
"Festive Comet","Gingerbread (7)","SB+","-","2.71%","Missile Toe",332
"Festive Comet","Gingerbread (7)","SB+","-","2.71%","Miser",332
"Festive Comet","Gingerbread (7)","SB+","-","2.11%","Christmas Tree",332
"Festive Comet","Gingerbread (7)","SB+","-","2.11%","Ribbon",332
"Festive Comet","Gingerbread (7)","SB+","-","1.81%","Present",332
"Festive Comet","Gingerbread (7)","SB+","-","1.51%","Snowball Hoarder",332
"Festive Comet","Gingerbread (7)","SB+","-","1.51%","Candy Cane",332
"Festive Comet","Gingerbread (7)","SB+","-","1.20%","Nitro Racer",332
"Festive Comet","Gingerbread (7)","SB+","-","1.20%","Nutcracker",332
"Festive Comet","Gingerbread (7)","SB+","-","0.90%","Mouse of Winter Present",332
"Festive Comet","Gingerbread (7)","SB+","-","0.90%","Double Black Diamond Racer",332
"Festive Comet","Gingerbread (7)","SB+","-","0.90%","Mad Elf",332
"Festive Comet","Gingerbread (7)","SB+","-","0.90%","Mouse of Winter Future",332
"Festive Comet","Gingerbread (7)","SB+","-","0.60%","Scrooge",332
"Festive Comet","Gingerbread (7)","SB+","-","0.60%","Ornament",332
"Festive Comet","Gingerbread (7)","SB+","-","0.60%","Rainbow Racer",332
"Festive Comet","Gingerbread (7)","SB+","-","0.30%","Greedy Al",332
"Festive Comet","Gingerbread (7)","SB+","Winter","12.22%","Joy",180
"Festive Comet","Gingerbread (7)","SB+","Winter","11.11%","Hoarder",180
"Festive Comet","Gingerbread (7)","SB+","Winter","7.22%","Ridiculous Sweater",180
"Festive Comet","Gingerbread (7)","SB+","Winter","6.67%","Snow Boulder",180
"Festive Comet","Gingerbread (7)","SB+","Winter","6.11%","Miser",180
"Festive Comet","Gingerbread (7)","SB+","Winter","5.56%","Confused Courier",180
"Festive Comet","Gingerbread (7)","SB+","Winter","5.00%","Snowflake",180
"Festive Comet","Gingerbread (7)","SB+","Winter","4.44%","Toy Tinkerer",180
"Festive Comet","Gingerbread (7)","SB+","Winter","4.44%","Gingerbread",180
"Festive Comet","Gingerbread (7)","SB+","Winter","3.33%","Triple Lutz",180
"Festive Comet","Gingerbread (7)","SB+","Winter","3.33%","Sporty Ski Instructor",180
"Festive Comet","Gingerbread (7)","SB+","Winter","3.33%","Ribbon",180
"Festive Comet","Gingerbread (7)","SB+","Winter","3.33%","Stocking",180
"Festive Comet","Gingerbread (7)","SB+","Winter","2.78%","Young Prodigy Racer",180
"Festive Comet","Gingerbread (7)","SB+","Winter","2.78%","Wreath Thief",180
"Festive Comet","Gingerbread (7)","SB+","Winter","2.22%","Nutcracker",180
"Festive Comet","Gingerbread (7)","SB+","Winter","2.22%","Toboggan Technician",180
"Festive Comet","Gingerbread (7)","SB+","Winter","1.67%","Mouse of Winter Past",180
"Festive Comet","Gingerbread (7)","SB+","Winter","1.67%","Snowball Hoarder",180
"Festive Comet","Gingerbread (7)","SB+","Winter","1.67%","Destructoy",180
"Festive Comet","Gingerbread (7)","SB+","Winter","1.11%","Mad Elf",180
"Festive Comet","Gingerbread (7)","SB+","Winter","1.11%","Toy",180
"Festive Comet","Gingerbread (7)","SB+","Winter","1.11%","Greedy Al",180
"Festive Comet","Gingerbread (7)","SB+","Winter","1.11%","Nitro Racer",180
"Festive Comet","Gingerbread (7)","SB+","Winter","1.11%","Missile Toe",180
"Festive Comet","Gingerbread (7)","SB+","Winter","0.56%","Present",180
"Festive Comet","Gingerbread (7)","SB+","Winter","0.56%","Candy Cane",180
"Festive Comet","Gingerbread (7)","SB+","Winter","0.56%","Christmas Tree",180
"Festive Comet","Gingerbread (7)","SB+","Winter","0.56%","Rainbow Racer",180
"Festive Comet","Gingerbread (7)","SB+","Winter","0.56%","Ornament",180
"Festive Comet","Gingerbread (7)","SB+","Winter","0.56%","Squeaker Claws",180
"Festive Comet","Gingerbread (7)","Gouda","-","19.04%","Hoarder",583
"Festive Comet","Gingerbread (7)","Gouda","-","8.40%","Snowball Hoarder",583
"Festive Comet","Gingerbread (7)","Gouda","-","7.72%","Destructoy",583
"Festive Comet","Gingerbread (7)","Gouda","-","7.03%","Ribbon",583
"Festive Comet","Gingerbread (7)","Gouda","-","6.86%","Triple Lutz",583
"Festive Comet","Gingerbread (7)","Gouda","-","6.86%","Wreath Thief",583
"Festive Comet","Gingerbread (7)","Gouda","-","6.35%","Missile Toe",583
"Festive Comet","Gingerbread (7)","Gouda","-","5.49%","Toboggan Technician",583
"Festive Comet","Gingerbread (7)","Gouda","-","5.49%","Gingerbread",583
"Festive Comet","Gingerbread (7)","Gouda","-","5.32%","Toy Tinkerer",583
"Festive Comet","Gingerbread (7)","Gouda","-","3.43%","Ridiculous Sweater",583
"Festive Comet","Gingerbread (7)","Gouda","-","3.26%","Stocking",583
"Festive Comet","Gingerbread (7)","Gouda","-","2.40%","Young Prodigy Racer",583
"Festive Comet","Gingerbread (7)","Gouda","-","2.40%","Snow Boulder",583
"Festive Comet","Gingerbread (7)","Gouda","-","2.23%","Sporty Ski Instructor",583
"Festive Comet","Gingerbread (7)","Gouda","-","2.23%","Toy",583
"Festive Comet","Gingerbread (7)","Gouda","-","1.72%","Candy Cane",583
"Festive Comet","Gingerbread (7)","Gouda","-","1.54%","Nutcracker",583
"Festive Comet","Gingerbread (7)","Gouda","-","1.37%","Miser",583
"Festive Comet","Gingerbread (7)","Gouda","-","0.86%","Christmas Tree",583
"Festive Comet","Gingerbread (7)","Gouda","Winter","17.54%","Hoarder",268
"Festive Comet","Gingerbread (7)","Gouda","Winter","11.19%","Snowflake",268
"Festive Comet","Gingerbread (7)","Gouda","Winter","9.33%","Snowball Hoarder",268
"Festive Comet","Gingerbread (7)","Gouda","Winter","6.34%","Destructoy",268
"Festive Comet","Gingerbread (7)","Gouda","Winter","5.60%","Gingerbread",268
"Festive Comet","Gingerbread (7)","Gouda","Winter","5.60%","Toy Tinkerer",268
"Festive Comet","Gingerbread (7)","Gouda","Winter","5.22%","Ribbon",268
"Festive Comet","Gingerbread (7)","Gouda","Winter","5.22%","Triple Lutz",268
"Festive Comet","Gingerbread (7)","Gouda","Winter","5.22%","Wreath Thief",268
"Festive Comet","Gingerbread (7)","Gouda","Winter","4.48%","Toboggan Technician",268
"Festive Comet","Gingerbread (7)","Gouda","Winter","4.10%","Missile Toe",268
"Festive Comet","Gingerbread (7)","Gouda","Winter","4.10%","Snow Boulder",268
"Festive Comet","Gingerbread (7)","Gouda","Winter","3.73%","Sporty Ski Instructor",268
"Festive Comet","Gingerbread (7)","Gouda","Winter","3.73%","Stocking",268
"Festive Comet","Gingerbread (7)","Gouda","Winter","1.49%","Candy Cane",268
"Festive Comet","Gingerbread (7)","Gouda","Winter","1.49%","Ridiculous Sweater",268
"Festive Comet","Gingerbread (7)","Gouda","Winter","1.49%","Toy",268
"Festive Comet","Gingerbread (7)","Gouda","Winter","1.12%","Young Prodigy Racer",268
"Festive Comet","Gingerbread (7)","Gouda","Winter","1.12%","Christmas Tree",268
"Festive Comet","Gingerbread (7)","Gouda","Winter","1.12%","Nutcracker",268
"Festive Comet","Gingerbread (7)","Gouda","Winter","0.75%","Miser",268
"Festive Comet","Gingerbread (7)","Pecan Pecorino","-","22.25%","Snow Scavenger",2831
"Festive Comet","Gingerbread (7)","Pecan Pecorino","-","9.43%","Snowblower",2831
"Festive Comet","Gingerbread (7)","Pecan Pecorino","-","9.01%","Builder",2831
"Festive Comet","Gingerbread (7)","Pecan Pecorino","-","6.00%","Snow Fort",2831
"Festive Comet","Gingerbread (7)","Pecan Pecorino","-","5.26%","Stuck Snowball",2831
"Festive Comet","Gingerbread (7)","Pecan Pecorino","-","5.16%","Snowglobe",2831
"Festive Comet","Gingerbread (7)","Pecan Pecorino","-","4.49%","Reinbo",2831
"Festive Comet","Gingerbread (7)","Pecan Pecorino","-","4.31%","Nice Knitting",2831
"Festive Comet","Gingerbread (7)","Pecan Pecorino","-","4.03%","Great Winter Hunt Impostor",2831
"Festive Comet","Gingerbread (7)","Pecan Pecorino","-","3.89%","Elf",2831
"Festive Comet","Gingerbread (7)","Pecan Pecorino","-","3.81%","Slay Ride",2831
"Festive Comet","Gingerbread (7)","Pecan Pecorino","-","3.74%","Snow Golem Jockey",2831
"Festive Comet","Gingerbread (7)","Pecan Pecorino","-","3.18%","Snow Sorceress",2831
"Festive Comet","Gingerbread (7)","Pecan Pecorino","-","3.18%","S.N.O.W. Golem",2831
"Festive Comet","Gingerbread (7)","Pecan Pecorino","-","3.04%","Frigid Foreman",2831
"Festive Comet","Gingerbread (7)","Pecan Pecorino","-","2.76%","Free Skiing",2831
"Festive Comet","Gingerbread (7)","Pecan Pecorino","-","2.37%","Tundra Huntress",2831
"Festive Comet","Gingerbread (7)","Pecan Pecorino","-","2.30%","Glacia Ice Fist",2831
"Festive Comet","Gingerbread (7)","Pecan Pecorino","-","1.80%","Borean Commander",2831
"Festive Comet","Gingerbread (7)","Pecan Pecorino","Winter","18.96%","Snow Scavenger",1097
"Festive Comet","Gingerbread (7)","Pecan Pecorino","Winter","10.94%","Snowflake",1097
"Festive Comet","Gingerbread (7)","Pecan Pecorino","Winter","10.03%","Snowblower",1097
"Festive Comet","Gingerbread (7)","Pecan Pecorino","Winter","6.93%","Builder",1097
"Festive Comet","Gingerbread (7)","Pecan Pecorino","Winter","6.65%","Snow Fort",1097
"Festive Comet","Gingerbread (7)","Pecan Pecorino","Winter","4.92%","Snowglobe",1097
"Festive Comet","Gingerbread (7)","Pecan Pecorino","Winter","4.74%","Stuck Snowball",1097
"Festive Comet","Gingerbread (7)","Pecan Pecorino","Winter","4.38%","Nice Knitting",1097
"Festive Comet","Gingerbread (7)","Pecan Pecorino","Winter","4.19%","Slay Ride",1097
"Festive Comet","Gingerbread (7)","Pecan Pecorino","Winter","4.01%","Reinbo",1097
"Festive Comet","Gingerbread (7)","Pecan Pecorino","Winter","3.65%","Great Winter Hunt Impostor",1097
"Festive Comet","Gingerbread (7)","Pecan Pecorino","Winter","3.01%","Frigid Foreman",1097
"Festive Comet","Gingerbread (7)","Pecan Pecorino","Winter","2.83%","Snow Golem Jockey",1097
"Festive Comet","Gingerbread (7)","Pecan Pecorino","Winter","2.64%","Free Skiing",1097
"Festive Comet","Gingerbread (7)","Pecan Pecorino","Winter","2.55%","Snow Sorceress",1097
"Festive Comet","Gingerbread (7)","Pecan Pecorino","Winter","2.46%","Elf",1097
"Festive Comet","Gingerbread (7)","Pecan Pecorino","Winter","2.37%","S.N.O.W. Golem",1097
"Festive Comet","Gingerbread (7)","Pecan Pecorino","Winter","2.01%","Glacia Ice Fist",1097
"Festive Comet","Gingerbread (7)","Pecan Pecorino","Winter","1.46%","Tundra Huntress",1097
